<NOISE> 1.0	NSN
เสาะ 1.0	s ɔ ʔ2
เสิก 1.0	s ɤ k̚2
เสิร์ฟ 1.0	s ɤː p̚2
เสีย 1.0	s i a̯5
เสียง 1.0	s i a̯ ŋ5
เสียงร้องเอะอะ 1.0	s i a̯ ŋ5 r ɔː ŋ4 ʔ e ʔ2 ʔ a ʔ2
เสียงลือเสียงเล่าอ้าง 1.0	s i a̯ ŋ5 l ɯː1 s i a̯ ŋ5 l a w3 ʔ aː ŋ3
เสียงอ่าน 1.0	s i a̯ ŋ5 ʔ aː n2
เสียงเรียกเข้า 1.0	s i a̯ ŋ5 r i a̯ k̚3 kʰ a w3
เสียชีวิต 1.0	s i a̯5 t͡ɕʰ iː1 w i t̚4
เสียด 1.0	s i a̯ t̚2
เสียดาย 1.0	s i a̯5 d aː j1
เสียตัว 1.0	s i a̯5 t u a̯1
เสียน้ำใจ 1.0	s i a̯5 n aː m4 t͡ɕ a j1
เสียน้ำใจ 1.0	s i a̯5 n a m4 t͡ɕ a j1
เสียบ 1.0	s i a̯ p̚2
เสียผี 1.0	s i a̯5 pʰ iː5
เสียม 1.0	s i a̯ m5
เสียว 1.0	s i a̯ w5
เสียสละ 1.0	s i a̯5 s a2 l a ʔ2
เสียหน้า 1.0	s i a̯5 n aː3
เสียหาย 1.0	s i a̯5 h aː j5
เสียอาการ 1.0	s i a̯5 ʔ aː1 k aː n1
เสียเปรียบ 1.0	s i a̯5 p r i a̯ p̚2
เสียเวลา 1.0	s i a̯5 w eː1 l aː1
เสียโฉม 1.0	s i a̯5 t͡ɕʰ oː m5
เสียใจ 1.0	s i a̯5 t͡ɕ a j1
เสี่ยง 1.0	s i a̯ ŋ2
เสี่ยงทาย 1.0	s i a̯ ŋ2 tʰ aː j1
เสี่ยว 1.0	s i a̯ w2
เสี้ยน 1.0	s i a̯ n3
เสี้ยนหนาม 1.0	s i a̯ n3 n aː m5
เสี้ยม 1.0	s i a̯ m3
เสี้ยว 1.0	s i a̯ w3
เสือ 1.0	s ɯ a̯5
เสือก 1.0	s ɯ a̯ k̚2
เสือกไส 1.0	s ɯ a̯ k̚2 s a j5
เสือดาว 1.0	s ɯ a̯5 d aː w1
เสือดำ 1.0	s ɯ a̯5 d a m1
เสือผู้หญิง 1.0	s ɯ a̯5 pʰ uː3 j i ŋ5
เสือร้องไห้ 1.0	s ɯ a̯5 r ɔː ŋ4 h aː j3
เสือลายเมฆ 1.0	s ɯ a̯5 l aː j1 m eː k̚3
เสือสิงห์กระทิงแรด 1.0	s ɯ a̯5 s i ŋ5 k r a2 tʰ i ŋ1 r ɛ t̚3
เสือหมอบแมวเซา 1.0	s ɯ a̯5 m ɔː p̚2 m ɛː w1 s a w1
เสื่อ 1.0	s ɯ a̯2
เสื่อม 1.0	s ɯ a̯ m2
เสื้อ 1.0	s ɯ a̯3
เสื้อกล้าม 1.0	s ɯ a̯3 k l aː m3
เสื้อกันฝน 1.0	s ɯ a̯3 k a n1 f o n5
เสื้อกันหนาว 1.0	s ɯ a̯3 k a n1 n aː w5
เสื้อขนสัตว์ 1.0	s ɯ a̯3 kʰ o n5 s a t̚2
เสื้อคลุม 1.0	s ɯ a̯3 kʰ l u m1
เสื้อชุด 1.0	s ɯ a̯3 t͡ɕʰ u t̚4
เสื้อนอก 1.0	s ɯ a̯3 n ɔː k̚3
เสื้อผ้า 1.0	s ɯ a̯3 pʰ aː3
เสื้อยืด 1.0	s ɯ a̯3 j ɯː t̚3
เสื้อเกราะกันกระสุน 1.0	s ɯ a̯3 k r ɔ ʔ2 k a n1 k r a2 s u n5
เสื้อเชิ้ต 1.0	s ɯ a̯3 t͡ɕʰ ɤː t̚4
เสื้อแจ็กเก็ต 1.0	s ɯ a̯3 t͡ɕ ɛ k̚2 k e t̚2
เสื้อแดง 1.0	s ɯ a̯3 d ɛː ŋ1
เสื้อแสง 1.0	s ɯ a̯3 s ɛː ŋ5
เสแสร้ง 1.0	s eː5 s ɛː ŋ3
เส็งเคร็ง 1.0	s e ŋ5 kʰ r e ŋ1
เส้น 1.0	s e n3
เส้นจำนวน 1.0	s e n3 t͡ɕ a m1 n u a̯ n1
เส้นชัย 1.0	s e n3 t͡ɕʰ a j1
เส้นตรง 1.0	s e n3 t r o ŋ1
เส้นตาย 1.0	s e n3 t aː j1
เส้นตื้น 1.0	s e n3 t ɯː n3
เส้นทาง 1.0	s e n3 tʰ aː ŋ1
เส้นทางสายไหม 1.0	s e n3 tʰ aː ŋ1 s aː j5 m a j5
เส้นทแยงมุม 1.0	s e n3 tʰ a4 j ɛː ŋ1 m u m1
เส้นประ 1.0	s e n3 p r a ʔ2
เส้นประสาท 1.0	s e n3 p r a2 s aː t̚2
เส้นผ่านศูนย์กลาง 1.0	s e n3 pʰ aː n2 s uː n5 k l aː ŋ1
เส้นรอบรูป 1.0	s e n3 r ɔː p̚3 r uː p̚3
เส้นรอบวง 1.0	s e n3 r ɔː p̚3 w o ŋ1
เส้นรุ้ง 1.0	s e n3 r u ŋ4
เส้นศูนย์สูตร 1.0	s e n3 s uː n5 s uː t̚2
เส้นสาย 1.0	s e n3 s aː j5
เส้นเลือด 1.0	s e n3 l ɯ a̯ t̚3
เส้นเลือดดำ 1.0	s e n3 l ɯ a̯ t̚3 d a m1
เส้นเลือดฝอย 1.0	s eː n3 l ɯ a̯ t̚3 f ɔ j5
เส้นเลือดแดง 1.0	s e n3 l ɯ a̯ t̚3 d ɛː ŋ1
เส้นเสียง 1.0	s eː n3 s i a̯ ŋ5
เส้นแบ่งเขตวันสากล 1.0	s e n3 b ɛ ŋ2 kʰ eː t̚2 w a n1 s aː5 k o n1
เส้นแวง 1.0	s e n3 w ɛː ŋ1
เส้นใหญ่ 1.0	s eː n3 j a j2
เห 1.0	h eː5
เหงา 1.0	ŋ a w5
เหงือก 1.0	ŋ ɯ a̯ k̚2
เหงื่อ 1.0	ŋ ɯ a̯2
เหง้า 1.0	ŋ a w3
เหตุ 1.0	h eː t̚2
เหตุการณ์ 1.0	h eː t̚2 k aː n1
เหตุผล 1.0	h eː t̚2 pʰ o n5
เหตุสุดวิสัย 1.0	h eː t̚2 s u t̚2 w i4 s a j5
เหตุแห่งสงคราม 1.0	h eː t̚2 h ɛː ŋ2 s o ŋ5 kʰ r aː m1
เหนียง 1.0	n i a̯ ŋ5
เหนียว 1.0	n i a̯ w5
เหนี่ยว 1.0	n i a̯ w2
เหนือ 1.0	n ɯ a̯5
เหนือธรรมชาติ 1.0	n ɯ a̯5 tʰ a m1 m a4 t͡ɕʰ aː t̚3
เหนือเกล้าเหนือกระหม่อม 1.0	n ɯ a̯5 k l aː w3 n ɯ a̯5 k r a2 m ɔː m2
เหนื่อย 1.0	n ɯ a̯ j2
เหนื่อยใจ 1.0	n ɯ a̯ j2 t͡ɕ a j1
เหน็บ 1.0	n e p̚2
เหน็บชา 1.0	n e p̚2 t͡ɕʰ aː1
เหน็บหนาว 1.0	n e p̚2 n aː w5
เหน็บแนม 1.0	n e p̚2 n ɛː m1
เหน่อ 1.0	n ɤː2
เหมันต์ 1.0	h eː5 m a n1
เหมาะ 1.0	m ɔ ʔ2
เหมาะสม 1.0	m ɔ ʔ2 s o m5
เหมาะเจาะ 1.0	m ɔ ʔ2 t͡ɕ ɔ ʔ2
เหมียว 1.0	m i a̯ w5
เหมือง 1.0	m ɯ a̯ ŋ5
เหมือน 1.0	m ɯ a̯ n5
เหมือนว่า 1.0	m ɯ a̯ n5 w aː3
เหมือนเก่า 1.0	m ɯ a̯ n5 k a w2
เหม็น 1.0	m e n5
เหม่อ 1.0	m ɤː2
เหยาะ 1.0	j ɔ ʔ2
เหยียด 1.0	j i a̯ t̚2
เหยียบ 1.0	j i a̯ p̚2
เหยี่ยว 1.0	j i a̯ w2
เหยือก 1.0	j ɯ a̯ k̚2
เหยื่อ 1.0	j ɯ a̯2
เหย้า 1.0	j a w3
เหรอ 1.0	r ɤː5
เหรัญญิก 1.0	h eː5 r a n1 j i k̚4
เหรา 1.0	h eː5 r aː1
เหรียญ 1.0	r i a̯ n5
เหร่ 1.0	r eː2
เหลน 1.0	l eː n5
เหลว 1.0	l eː w5
เหลา 1.0	l a w5
เหลา 1.0	h eː5 l aː1
เหลิง 1.0	l ɤː ŋ5
เหลียว 1.0	l i a̯ w5
เหลียวแล 1.0	l i a̯ w5 l ɛː1
เหลี่ยม 1.0	l i a̯ m2
เหลือ 1.0	l ɯ a̯5
เหลือง 1.0	l ɯ a̯ ŋ5
เหลือบ 1.0	l ɯ a̯ p̚2
เหลือม 1.0	l ɯ a̯ m5
เหลือใจ 1.0	l ɯ a̯5 t͡ɕ a j1
เหลื่อม 1.0	l ɯ a̯ m2
เหลื่อมล้ำ 1.0	l ɯ a̯ m2 l a m4
เหล็ก 1.0	l e k̚2
เหล็กกล้า 1.0	l e k̚2 k l aː3
เหล็กกล้าไร้สนิม 1.0	l e k̚2 k l aː3 r a j4 s a2 n i m5
เหล็กดัด 1.0	l e k̚2 d a t̚2
เหล็กเส้น 1.0	l e k̚2 s e n3
เหล็กใน 1.0	l e k̚2 n a j1
เหล่า 1.0	l a w2
เหล้า 1.0	l a w3
เหล้าองุ่น 1.0	l a w3 ʔ a2 ŋ u n3
เหว 1.0	h eː w5
เหวอะ 1.0	w ɤ ʔ2
เหวี่ยง 1.0	w i a̯ ŋ2
เหา 1.0	h a w5
เหาะ 1.0	h ɔ ʔ2
เหิน 1.0	h ɤː n5
เหินห่าง 1.0	h ɤː n5 h aː ŋ2
เหี่ยว 1.0	h i a̯ w2
เหี้ย 1.0	h i a̯3
เหี้ยมโหด 1.0	h i a̯ m3 h oː t̚2
เหือด 1.0	h ɯ a̯ t̚2
เห็ด 1.0	h e t̚2
เห็ดรา 1.0	h e t̚2 r aː1
เห็ดหอม 1.0	h e t̚2 h ɔː m5
เห็น 1.0	h e n5
เห็นกงจักรเป็นดอกบัว 1.0	h e n5 k o ŋ1 t͡ɕ a k̚2 p e n1 d ɔː k̚2 b u a̯1
เห็นขี้ดีกว่าไส้ 1.0	h e n5 kʰ iː3 d iː1 k w aː2 s a j3
เห็นชอบ 1.0	h e n5 t͡ɕʰ ɔː p̚3
เห็นด้วย 1.0	h e n5 d u a̯ j3
เห็นอกเห็นใจ 1.0	h e n5 ʔ o k̚2 h e n5 t͡ɕ a j1
เห็นแก่ 1.0	h e n5 k ɛː2
เห็นแก่ตัว 1.0	h e n5 k ɛː2 t u a̯1
เห็นใจ 1.0	h e n5 t͡ɕ a j1
เห็บ 1.0	h e p̚2
เห่า 1.0	h a w2
เห่าหอน 1.0	h a w2 h ɔː n5
เอ 1.0	ʔ eː1
เอก 1.0	ʔ eː k̚2
เอก 1.0	ʔ eː1 k a2
เอก 1.0	ʔ eː k̚2 k a2
เอกชน 1.0	ʔ eː k̚2 k a2 t͡ɕʰ o n1
เอกซ์ 1.0	ʔ e k̚4
เอกพจน์ 1.0	ʔ eː k̚2 k a2 pʰ o t̚4
เอกภพ 1.0	ʔ eː k̚2 k a2 pʰ o p̚4
เอกภาพ 1.0	ʔ eː k̚2 k a2 pʰ aː p̚3
เอกมัย 1.0	ʔ eː k̚2 k a2 m a j1
เอกรรถประโยค 1.0	ʔ eː1 k a t̚2 tʰ a2 p r a2 j oː k̚2
เอกราช 1.0	ʔ eː k̚2 k a2 r aː t̚3
เอกวาดอร์ 1.0	ʔ eː1 k w aː1 d ɔː1
เอกศก 1.0	ʔ eː k̚2 k a2 s o k̚2
เอกสาร 1.0	ʔ eː k̚2 k a2 s aː n5
เอกอัครราชทูต 1.0	ʔ eː k̚2 ʔ a k̚2 kʰ r a4 r aː t̚3 t͡ɕʰ a4 tʰ uː t̚3
เอกอัครราชทูต 1.0	ʔ eː k̚2 ʔ a k̚2 kʰ a4 r aː t̚3 t͡ɕʰ a4 tʰ uː t̚3
เอกอัครสมณทูต 1.0	ʔ eː k̚2 ʔ a k̚2 kʰ r a4 s a2 m a4 n a4 tʰ uː t̚3
เอกาธิปไตย 1.0	ʔ eː1 k aː1 tʰ i4 p a2 t a j1
เอกาธิปไตย 1.0	ʔ eː1 k aː1 tʰ i p̚4 p a2 t a j1
เอกเทศสัญญา 1.0	ʔ eː k̚2 k a2 tʰ eː t̚3 s a n5 j aː1
เอง 1.0	ʔ eː ŋ1
เอช 1.0	ʔ eː t͡ɕʰ4
เอช 1.0	ʔ e t͡ɕʰ4
เอดส์ 1.0	ʔ eː t̚2
เอทีเอ็ม 1.0	ʔ eː1 tʰ iː1 ʔ e m1
เอธิโอเปีย 1.0	ʔ eː1 tʰ i4 ʔ oː1 p i a̯1
เอน 1.0	ʔ eː n1
เอนไซม์ 1.0	ʔ e n1 s aː j1
เอป 1.0	ʔ eː p̚4
เอปไซลอน 1.0	ʔ e p̚4 s a j1 l ɔ n3
เอฟ 1.0	ʔ eː f2
เอย 1.0	ʔ ɤː j1
เอริเทรีย 1.0	ʔ eː1 r i4 tʰ r i a̯1
เอร็ด 1.0	ʔ a2 r e t̚2
เอร็ดอร่อย 1.0	ʔ a2 r e t̚2 ʔ a2 r ɔ j2
เอลซัลวาดอร์ 1.0	ʔ eː l1 s a l1 w aː1 d ɔː1
เอลนีโญ 1.0	ʔ eː l1 n iː1 j oː3
เอลฟ์ 1.0	ʔ e l4
เอว 1.0	ʔ eː w1
เอว 1.0	ʔ e w1
เอส 1.0	ʔ eː s4
เอส 1.0	ʔ e s4
เอสวาตีนี 1.0	ʔ e s2 w aː1 t iː1 n iː1
เอสวาตีนี 1.0	ʔ e t̚2 s a2 w aː1 t iː1 n iː1
เอสเปรสโซ 1.0	ʔ e s2 p r e s2 s oː3
เอสเปรันโต 1.0	ʔ eː s2 p eː1 r a n1 t oː1
เอสเปรันโต 1.0	ʔ eː t̚2 p eː1 r a n1 t oː1
เอสโตเนีย 1.0	ʔ eː s4 t oː1 n i a̯1
เออร์เบียม 1.0	ʔ ɤː1 b i a̯ m3
เออออ 1.0	ʔ ɤː1 ʔ ɔː1
เออออห่อหมก 1.0	ʔ ɤː1 ʔ ɔː1 h ɔː2 m o k̚2
เอะอะ 1.0	ʔ e ʔ2 ʔ a ʔ2
เอะใจ 1.0	ʔ e ʔ2 t͡ɕ a j1
เอา 1.0	ʔ a w1
เอางาน 1.0	ʔ a w1 ŋ aː n1
เอาจริง 1.0	ʔ a w1 t͡ɕ i ŋ1
เอาถ่าน 1.0	ʔ a w1 tʰ aː n2
เอาผิด 1.0	ʔ a w1 pʰ i t̚2
เอามะพร้าวห้าวไปขายสวน 1.0	ʔ a w1 m a4 pʰ r aː w4 h aː w3 p a j1 kʰ aː j5 s u a̯ n5
เอามา 1.0	ʔ a w1 m aː1
เอารส 1.0	ʔ a w1 r o t̚4
เอารส 1.0	ʔ a w1 r a4 s a2
เอารัดเอาเปรียบ 1.0	ʔ a w1 r a t̚4 ʔ a w1 p r i a̯ p̚2
เอาลูกเขามาเลี้ยงเอาเมี่ยงเขามาอม 1.0	ʔ a w1 l uː k̚3 kʰ a w5 m aː1 l i a̯ ŋ4 ʔ a w1 m i a̯ ŋ3 kʰ a w5 m aː1 ʔ o m1
เอาอกเอาใจ 1.0	ʔ a w1 ʔ o k̚2 ʔ a w1 t͡ɕ a j1
เอาเปรียบ 1.0	ʔ a w1 p r i a̯ p̚2
เอาแต่ใจ 1.0	ʔ a w1 t ɛː2 t͡ɕ a j1
เอาแป้งนวลไปขายชาววัง 1.0	ʔ a w1 p ɛː ŋ3 n u a̯ n1 p a j1 kʰ aː j5 t͡ɕʰ aː w1 w a ŋ1
เอาใจ 1.0	ʔ a w1 t͡ɕ a j1
เอาใจช่วย 1.0	ʔ a w1 t͡ɕ a j1 t͡ɕʰ u a̯ j3
เอาใจออกห่าง 1.0	ʔ a w1 t͡ɕ a j1 ʔ ɔː k̚2 h aː ŋ2
เอาใจเขามาใส่ใจเรา 1.0	ʔ a w1 t͡ɕ a j1 kʰ a w5 m aː1 s a j2 t͡ɕ a j1 r a w1
เอาใจใส่ 1.0	ʔ a w1 t͡ɕ a j1 s a j2
เอียง 1.0	ʔ i a̯ ŋ1
เอียน 1.0	ʔ i a̯ n1
เอี่ยม 1.0	ʔ i a̯ m2
เอี้ยงสาริกา 1.0	ʔ i a̯ ŋ3 s aː5 r i4 k aː1
เอี้ยงสาลิกา 1.0	ʔ i a̯ ŋ3 s aː5 l i4 k aː1
เอี๊ยม 1.0	ʔ i a̯ m4
เอือม 1.0	ʔ ɯ a̯ m1
เอื่อย 1.0	ʔ ɯ a̯ j2
เอื้อ 1.0	ʔ ɯ a̯3
เอื้อง 1.0	ʔ ɯ a̯ ŋ3
เอื้อนเอ่ย 1.0	ʔ ɯ a̯ n3 ʔ ɤː j2
เอื้อม 1.0	ʔ ɯ a̯ m3
เอื้อเฟื้อ 1.0	ʔ ɯ a̯3 f ɯ a̯4
เอเคอร์ 1.0	ʔ eː1 kʰ ɤː3
เอเชีย 1.0	ʔ eː1 t͡ɕʰ i a̯1
เอเชียตะวันออก 1.0	ʔ eː1 t͡ɕʰ i a̯1 t a2 w a n1 ʔ ɔː k̚2
เอเชียตะวันออกเฉียงใต้ 1.0	ʔ eː1 t͡ɕʰ i a̯1 t a2 w a n1 ʔ ɔː k̚2 t͡ɕʰ i a̯ ŋ5 t aː j3
เอเชียอาคเนย์ 1.0	ʔ eː1 t͡ɕʰ i a̯1 ʔ aː1 kʰ a4 n eː1
เอเธนส์ 1.0	ʔ eː1 tʰ eː n1
เอ็กซ์ 1.0	ʔ e k̚4
เอ็กซ์ 1.0	ʔ e k̚ s4
เอ็กซ์เรย์ 1.0	ʔ e k̚2 r eː1
เอ็ง 1.0	ʔ e ŋ1
เอ็ด 1.0	ʔ e t̚2
เอ็น 1.0	ʔ e n1
เอ็นดู 1.0	ʔ e n1 d uː1
เอ็ม 1.0	ʔ e m1
เอ็มบริโอ 1.0	ʔ e m1 b r i2 ʔ oː1
เอ็มบริโอ 1.0	ʔ e m1 b r i2 ʔ oː3
เอ็มพีสาม 1.0	ʔ e m1 pʰ iː1 s aː m5
เอ่ย 1.0	ʔ ɤː j2
เอ๋อ 1.0	ʔ ɤː5
เฮ 1.0	h eː1
เฮก 1.0	h e k̚4
เฮกตาร์ 1.0	h e k̚4 t aː3
เฮง 1.0	h e ŋ1
เฮงซวย 1.0	h e ŋ1 s u a̯ j1
เฮช 1.0	h eː t͡ɕʰ4
เฮช 1.0	h e t͡ɕʰ4
เฮติ 1.0	h eː1 t i ʔ2
เฮลซิงกิ 1.0	h e l1 s i ŋ1 k i ʔ2
เฮลิคอปเตอร์ 1.0	h eː1 l i4 kʰ ɔ p̚4 t ɤː3
เฮอริเคน 1.0	h ɤː1 r i4 kʰ eː n1
เฮีย 1.0	h i a̯1
เฮี้ยน 1.0	h i a̯ n4
เฮเลนา 1.0	h eː1 l eː1 n aː3
แก 1.0	k ɛː1
แกง 1.0	k ɛː ŋ1
แกงป่า 1.0	k ɛː ŋ1 p aː2
แกงส้ม 1.0	k ɛː ŋ1 s o m3
แกงเผ็ด 1.0	k ɛː ŋ1 pʰ e t̚2
แกงได 1.0	k ɛː ŋ1 d a j1
แกงไตปลา 1.0	k ɛː ŋ1 t a j1 p l aː1
แกน 1.0	k ɛː n1
แกม 1.0	k ɛː m1
แกมมา 1.0	k ɛː m1 m aː3
แกมมา 1.0	k ɛ m1 m aː3
แกมเบีย 1.0	k ɛː m1 b i a̯1
แกรด 1.0	k r ɛː t̚4
แกรนด์ดัชเชส 1.0	k r ɛː n1 d a t̚4 t͡ɕʰ e s4
แกรนด์ดัชเชส 1.0	k r ɛː n1 d a t̚4 t͡ɕʰ e s3
แกรไฟต์ 1.0	k r ɛː1 f a j4
แกร่ง 1.0	k r ɛ ŋ2
แกลบ 1.0	k l ɛː p̚2
แกลเลียม 1.0	k ɛː l1 l i a̯ m3
แกล้ง 1.0	k l ɛː ŋ3
แกล้ม 1.0	k l ɛː m3
แกว 1.0	k ɛː w1
แกว่ง 1.0	k w ɛ ŋ2
แกะ 1.0	k ɛ ʔ2
แกโซลีน 1.0	k ɛː1 s oː1 l iː n1
แกโดลิเนียม 1.0	k ɛː1 d oː1 l i4 n i a̯ m3
แก็ง 1.0	k ɛ ŋ1
แก่ 1.0	k ɛː2
แก่ง 1.0	k ɛ ŋ2
แก่น 1.0	k ɛ n2
แก่แดด 1.0	k ɛː2 d ɛː t̚2
แก้ 1.0	k ɛː3
แก้ผ้า 1.0	k ɛː3 pʰ aː3
แก้ม 1.0	k ɛː m3
แก้ว 1.0	k ɛː w3
แก้วตา 1.0	k ɛː w3 t aː1
แก้วตาดวงใจ 1.0	k ɛː w3 t aː1 d u a̯ ŋ1 t͡ɕ a j1
แก้วตาโบ๋ 1.0	k ɛː w3 t aː1 b oː5
แก้วมังกร 1.0	k ɛː w3 m a ŋ1 k ɔː n1
แก้วลืมคอน 1.0	k ɛː w3 l ɯː m1 kʰ ɔː n1
แก้วหู 1.0	k ɛː w3 h uː5
แก้เผ็ด 1.0	k ɛː3 pʰ e t̚2
แก้แค้น 1.0	k ɛː3 kʰ ɛː n4
แก้ไข 1.0	k ɛː3 kʰ a j5
แก้ไขเพิ่มเติม 1.0	k ɛː3 kʰ a j5 pʰ ɤː m3 t ɤː m1
แก๊ง 1.0	k ɛ ŋ4
แก๊งค์ 1.0	k ɛː ŋ4
แก๊ส 1.0	k ɛː t̚4
แก๊ส 1.0	k ɛː s4
แข 1.0	kʰ ɛː5
แขก 1.0	kʰ ɛː k̚2
แขกขาว 1.0	kʰ ɛː k̚2 kʰ aː w5
แขกดำ 1.0	kʰ ɛː k̚2 d a m1
แขน 1.0	kʰ ɛː n5
แขนขา 1.0	kʰ ɛː n5 kʰ aː5
แขนง 1.0	kʰ a2 n ɛː ŋ5
แขนเสื้อ 1.0	kʰ ɛː n5 s ɯ a̯3
แขม่ว 1.0	kʰ a2 m ɛ w2
แขวง 1.0	kʰ w ɛː ŋ5
แขวน 1.0	kʰ w ɛː n5
แขวนบนเส้นด้าย 1.0	kʰ w ɛː n5 b o n1 s e n3 d aː j3
แขวะ 1.0	kʰ w ɛ ʔ2
แข็ง 1.0	kʰ ɛ ŋ5
แข็งข้อ 1.0	kʰ ɛ ŋ5 kʰ ɔː3
แข็งตัว 1.0	kʰ ɛ ŋ5 t u a̯1
แข็งแรง 1.0	kʰ ɛ ŋ5 r ɛː ŋ1
แข็งใจ 1.0	kʰ ɛ ŋ5 t͡ɕ a j1
แข่ง 1.0	kʰ ɛ ŋ2
แข่งขัน 1.0	kʰ ɛ ŋ2 kʰ a n5
แข้ง 1.0	kʰ ɛ ŋ3
แฃวน 1.0	kʰ w ɛː n5
แค 1.0	kʰ ɛː1
แคชเมียร์ 1.0	kʰ ɛː s4 m i a̯1
แคดเมียม 1.0	kʰ ɛ t̚4 m i a̯ m3
แคน 1.0	kʰ ɛː n1
แคนซัส 1.0	kʰ ɛ n1 s a s4
แคนซัส 1.0	kʰ ɛː n1 s a s4
แคนตาลูป 1.0	kʰ ɛː n1 t aː1 l uː p̚4
แคนวาส 1.0	kʰ ɛː n1 w aː t̚4
แคนวาส 1.0	kʰ ɛː n1 w aː s4
แคนาดา 1.0	kʰ ɛː1 n aː1 d aː1
แคนเบอร์รา 1.0	kʰ ɛː n1 b ɤː1 r aː3
แคบ 1.0	kʰ ɛː p̚3
แคบหมู 1.0	kʰ ɛː p̚3 m uː5
แคปปา 1.0	kʰ ɛ p̚4 p aː3
แคปไซซิน 1.0	kʰ ɛ p̚4 s a j1 s i n1
แคม 1.0	kʰ ɛː m1
แคม 1.0	kʰ ɛ m1
แคมป์ 1.0	kʰ ɛ m4
แครอท 1.0	kʰ ɛː1 r ɔ t̚2
แคระ 1.0	kʰ r ɛ ʔ4
แคร็กเกอร์ 1.0	kʰ r ɛ k̚4 k ɤː3
แคร่ 1.0	kʰ r ɛː3
แคร์รอต 1.0	kʰ ɛː1 r ɔ t̚2
แคล 1.0	kʰ ɛː l1
แคล 1.0	kʰ ɛ l1
แคลงใจ 1.0	kʰ l ɛː ŋ1 t͡ɕ a j1
แคลิฟอร์เนีย 1.0	kʰ ɛː1 l i4 f ɔː1 n i a̯1
แคลิฟอร์เนียม 1.0	kʰ ɛː1 l i4 f ɔː1 n i a̯ m3
แคลเซียม 1.0	kʰ ɛː l1 s i a̯ m3
แคลเซียม 1.0	kʰ ɛ l1 s i a̯ m3
แคว 1.0	kʰ w ɛː1
แคว้น 1.0	kʰ w ɛː n4
แคะ 1.0	kʰ ɛ ʔ4
แคเมอรูน 1.0	kʰ ɛː1 m ɤː1 r uː n1
แค่ 1.0	kʰ ɛː3
แค้น 1.0	kʰ ɛː n4
แค้นใจ 1.0	kʰ ɛː n4 t͡ɕ a j1
แค้ยักษ์ 1.0	kʰ ɛː4 j a k̚4
แฅว 1.0	kʰ w ɛː1
แงะ 1.0	ŋ ɛ ʔ4
แง่ 1.0	ŋ ɛː3
แง้ม 1.0	ŋ ɛː m4
แจก 1.0	t͡ɕ ɛː k̚2
แจกกล้วย 1.0	t͡ɕ ɛː k̚2 k l u a̯ j3
แจกจ่าย 1.0	t͡ɕ ɛː k̚2 t͡ɕ aː j2
แจกัน 1.0	t͡ɕ ɛː1 k a n1
แจกแจง 1.0	t͡ɕ ɛː k̚2 t͡ɕ ɛː ŋ1
แจง 1.0	t͡ɕ ɛː ŋ1
แจว 1.0	t͡ɕ ɛː w1
แจ็กคัล 1.0	t͡ɕ ɛ k̚2 kʰ a l1
แจ็กเก็ต 1.0	t͡ɕ ɛ k̚2 k e t̚2
แจ่ม 1.0	t͡ɕ ɛ m2
แจ่มใส 1.0	t͡ɕ ɛ m2 s a j5
แจ้ง 1.0	t͡ɕ ɛː ŋ3
แจ้งความ 1.0	t͡ɕ ɛː ŋ3 kʰ w aː m1
แจ๋ว 1.0	t͡ɕ ɛ w5
แฉ 1.0	t͡ɕʰ ɛː5
แฉก 1.0	t͡ɕʰ ɛː k̚2
แฉะ 1.0	t͡ɕʰ ɛ ʔ2
แชมพู 1.0	t͡ɕʰ ɛː m1 pʰ uː1
แชร์ 1.0	t͡ɕʰ ɛː1
แช่ 1.0	t͡ɕʰ ɛː3
แช่ง 1.0	t͡ɕʰ ɛ ŋ3
แช่เย็น 1.0	t͡ɕʰ ɛː3 j e n1
แช่แข็ง 1.0	t͡ɕʰ ɛː3 kʰ ɛ ŋ5
แซ 1.0	s ɛː1
แซคราเมนโต 1.0	s ɛː1 kʰ r aː1 m e n1 t oː3
แซง 1.0	s ɛː ŋ1
แซด 1.0	s ɛ t̚4
แซนด์วิช 1.0	s ɛː n1 w i t̚4
แซนด์วิช 1.0	s ɛː n1 w i t͡ɕʰ4
แซบ 1.0	s ɛ p̚3
แซบ 1.0	s ɛː p̚3
แซม 1.0	s ɛː m1
แซมเบีย 1.0	s ɛː m1 b i a̯1
แซลมอน 1.0	s ɛː l1 m ɔ n3
แซลมอน 1.0	s ɛ l1 m ɔ n3
แซว 1.0	s ɛ w1
แซว 1.0	s ɛː w1
แซะ 1.0	s ɛ ʔ4
แซ็ว 1.0	s ɛ w1
แซ่ 1.0	s ɛː3
แซ่บ 1.0	s ɛ p̚3
แซ้บ 1.0	s ɛː p̚4
แดก 1.0	d ɛː k̚2
แดกดัน 1.0	d ɛː k̚2 d a n1
แดง 1.0	d ɛː ŋ1
แดด 1.0	d ɛː t̚2
แดดเดียว 1.0	d ɛː t̚2 d i a̯ w1
แดน 1.0	d ɛː n1
แดนสนธยา 1.0	d ɛː n1 s o n5 tʰ a4 j aː1
แดนเซอร์ 1.0	d ɛː n4 s ɤː3
แดนเซอร์ 1.0	d ɛ n4 s ɤː3
แด่ 1.0	d ɛː2
แตก 1.0	t ɛː k̚2
แตกต่าง 1.0	t ɛː k̚2 t aː ŋ2
